ref,query,dim,k,problem size,simt time(ms),tc time(ms),speedup
8192,128,64,16,1073741824,3.46893,3.49516,0.9924953364080614
8192,128,128,16,2147483648,3.65629,3.66139,0.9986070863797628
8192,128,256,16,4294967296,3.93718,3.91651,1.0052776579148273
8192,128,512,16,8589934592,5.1056,5.11517,0.998129094438699
8192,128,1024,16,17179869184,7.36485,7.39833,0.9954746544152532
8192,128,2048,16,34359738368,12.5751,12.6253,0.9960238568588471
8192,256,2,16,67108864,3.58822,3.56133,1.0075505499349964
8192,256,4,16,134217728,3.6019,3.61073,0.9975545111376369
8192,256,8,16,268435456,3.56243,3.51524,1.0134244034546718
8192,256,16,16,536870912,3.5747,3.59431,0.9945441545108796
8192,256,32,16,1073741824,3.55196,3.50971,1.012038031632243
8192,256,64,16,2147483648,3.71379,3.68744,1.0071458789837937
8192,256,128,16,4294967296,3.81108,3.83519,0.9937134796450763
8192,256,256,16,8589934592,4.60377,4.17995,1.1013935573392026
8192,256,512,16,17179869184,5.21099,5.3855,0.9675963234611455
8192,256,1024,16,34359738368,7.5058,8.13335,0.9228423712246491
8192,256,2048,16,68719476736,12.7413,12.8322,0.9929162575396269
8192,512,2,16,134217728,3.81236,3.75174,1.0161578360973842
8192,512,4,16,268435456,3.77966,3.724,1.0149462943071965
8192,512,8,16,536870912,3.64065,3.62272,1.00494931984807
8192,512,16,16,1073741824,3.62422,3.70781,0.9774556948710965
8192,512,32,16,2147483648,4.09586,3.7202,1.1009784420192463
8192,512,64,16,4294967296,3.83492,3.83817,0.9991532423003671
8192,512,128,16,8589934592,4.0645,4.63322,0.8772516737819487
8192,512,256,16,17179869184,4.3123,4.9541,0.8704507377727537
8192,512,512,16,34359738368,5.47319,5.55922,0.9845248074370145
8192,512,1024,16,68719476736,8.54655,8.60931,0.9927102171951061
8192,512,2048,16,137438953472,13.9868,14.0462,0.995771098232974
8192,1024,2,16,268435456,4.02645,4.04184,0.9961923282465411
8192,1024,4,16,536870912,3.99698,4.54849,0.8787487715703454
8192,1024,8,16,1073741824,4.60033,3.99793,1.1506779758525034
8192,1024,16,16,2147483648,3.93108,4.61718,0.8514028043091237
8192,1024,32,16,4294967296,4.64263,4.16852,1.1137358103115733
8192,1024,64,16,8589934592,4.74733,4.65158,1.0205844035789988
8192,1024,128,16,17179869184,4.93801,4.28281,1.1529836719350148
8192,1024,256,16,34359738368,5.12647,5.1917,0.987435714698461
8192,1024,512,16,68719476736,6.63463,6.08568,1.090203559832262
8192,1024,1024,16,137438953472,9.15874,9.46386,0.9677594554441844
8192,1024,2048,16,274877906944,15.4794,15.4325,1.0030390409849343
8192,2048,2,16,536870912,5.2621,5.33024,0.9872163354745753
8192,2048,4,16,1073741824,5.27338,5.24131,1.0061186993328004
8192,2048,8,16,2147483648,5.2682,5.25074,1.003325245584432
8192,2048,16,16,4294967296,5.23691,5.33869,0.9809353980096241
8192,2048,32,16,8589934592,5.29703,5.31667,0.9963059584288662
8192,2048,64,16,17179869184,5.37141,5.48704,0.9789267072957368
8192,2048,128,16,34359738368,5.60276,6.22051,0.9006914224074875
8192,2048,256,16,68719476736,6.63974,6.8566,0.9683720794562902
8192,2048,512,16,137438953472,7.73417,8.42675,0.9178117305010828
8192,2048,1024,16,274877906944,11.226,11.9511,0.939327760624545
8192,2048,2048,16,549755813888,18.734,18.8287,0.9949704440561483
8192,4096,2,16,1073741824,8.91036,9.08402,0.9808829130715256
8192,4096,4,16,2147483648,8.84961,8.94917,0.9888749459447077
8192,4096,8,16,4294967296,9.43117,8.98743,1.0493734026301178
8192,4096,16,16,8589934592,9.46487,9.57704,0.9882876128741239
8192,4096,32,16,17179869184,9.56544,9.19527,1.0402565666913532
8192,4096,64,16,34359738368,9.22528,9.34826,0.986844610654817
8192,4096,128,16,68719476736,10.0615,10.1897,0.9874186678704967
8192,4096,256,16,137438953472,10.4604,10.749,0.9731509907898409
8192,4096,512,16,274877906944,12.6031,12.6295,0.9979096559642108
8192,4096,1024,16,549755813888,16.97,17.7137,0.9580155472882571
8192,4096,2048,16,1099511627776,27.4758,28.208,0.9740428247305729
16384,16,2,16,8388608,4.26311,4.86712,0.8758999161721922
16384,16,4,16,16777216,4.7725,4.77177,1.0001529830649842
16384,16,8,16,33554432,4.88126,4.87982,1.0002950928517855
16384,16,16,16,67108864,4.28857,4.92748,0.870337373261789
16384,16,32,16,134217728,4.96775,4.40468,1.1278344851385345
16384,16,64,16,268435456,5.13113,5.10951,1.004231325508708
16384,16,128,16,536870912,5.37947,5.36871,1.0020042058520577
16384,16,256,16,1073741824,6.46182,5.96351,1.0835598498199885
16384,16,512,16,2147483648,8.77674,8.75901,1.0020242013652227
16384,16,1024,16,4294967296,13.0087,13.6827,0.9507407163790771
16384,16,2048,16,8589934592,23.7257,23.5212,1.0086942843052225
16384,32,2,16,16777216,5.16945,5.15157,1.0034707865757428
16384,32,4,16,33554432,5.77912,5.73488,1.0077141980302986
16384,32,8,16,67108864,5.23663,5.27655,0.9924344505405994
16384,32,16,16,134217728,5.72804,5.21137,1.099142835761038
16384,32,32,16,268435456,5.91156,5.371,1.1006442003351329
16384,32,64,16,536870912,5.44271,5.49529,0.9904318061467184
16384,32,128,16,1073741824,5.83705,6.304,0.9259279822335025
16384,32,256,16,2147483648,6.90231,6.3853,1.0809687876842122
16384,32,512,16,4294967296,9.20469,9.5381,0.9650444008764848
16384,32,1024,16,8589934592,14.1229,14.0972,1.0018230570609765
16384,32,2048,16,17179869184,23.6782,24.0707,0.9836938684791053
16384,64,2,16,33554432,5.10304,5.21926,0.9777324754850304
16384,64,4,16,67108864,5.17266,5.21895,0.9911303997930616
16384,64,8,16,134217728,5.80077,5.25565,1.103720757660803
16384,64,16,16,268435456,5.201,5.2161,0.9971051168497536
16384,64,32,16,536870912,5.43142,5.36323,1.0127143531043794
16384,64,64,16,1073741824,5.52381,5.53065,0.998763255675192
16384,64,128,16,2147483648,5.74888,5.76571,0.997081018642977
16384,64,256,16,4294967296,6.88135,7.07126,0.9731434001861056
16384,64,512,16,8589934592,8.99897,9.18479,0.9797687263399599
16384,64,1024,16,17179869184,13.9526,13.9847,0.9977046343503972
16384,64,2048,16,34359738368,24.0106,23.85,1.006733752620545
16384,128,2,16,67108864,5.31909,5.31636,1.0005135092431663
16384,128,4,16,134217728,5.82452,5.87815,0.9908763811743491
16384,128,8,16,268435456,5.23541,5.22081,1.0027965009261015
16384,128,16,16,536870912,5.16935,5.25442,0.983809821064932
16384,128,32,16,1073741824,5.47721,5.45553,1.0039739493688056
16384,128,64,16,2147483648,5.58434,6.10072,0.9153575315700442
16384,128,128,16,4294967296,5.84452,5.77942,1.01126410608677
16384,128,256,16,8589934592,6.97179,6.86292,1.015863509992831
16384,128,512,16,17179869184,9.67527,9.11819,1.0610954586381727
16384,128,1024,16,34359738368,13.9703,14.0507,0.9942778651597428
16384,128,2048,16,68719476736,24.3441,24.3113,1.001349166848338
16384,256,2,16,134217728,6.16101,5.65069,1.0903110947512604
16384,256,4,16,268435456,5.669,5.5737,1.0170981574178732
16384,256,8,16,536870912,5.58777,5.58412,1.0006536392484402
16384,256,16,16,1073741824,5.48727,6.24812,0.8782273707931345
16384,256,32,16,2147483648,5.76091,5.76498,0.9992940131622312
16384,256,64,16,4294967296,6.5234,5.7209,1.1402751315352477
16384,256,128,16,8589934592,6.56491,6.73313,0.9750160772181734
16384,256,256,16,17179869184,7.98192,7.46933,1.068625967790953
16384,256,512,16,34359738368,9.98362,10.0531,0.993088699008266
16384,256,1024,16,68719476736,14.5926,14.5991,0.9995547670746826
16384,256,2048,16,137438953472,24.0528,24.2041,0.9937489929392128
16384,512,2,16,268435456,5.82637,5.75227,1.0128818709831076
16384,512,4,16,536870912,6.23713,6.27763,0.9935485206996907
16384,512,8,16,1073741824,6.32111,6.30602,1.0023929514971408
16384,512,16,16,2147483648,5.9871,6.58794,0.9087969835790854
16384,512,32,16,4294967296,6.44663,6.63888,0.9710418022317017
16384,512,64,16,8589934592,5.97686,6.89406,0.8669579319007958
16384,512,128,16,17179869184,6.35523,7.15748,0.8879144615143878
16384,512,256,16,34359738368,8.04894,7.62894,1.055053519886118
16384,512,512,16,68719476736,10.4195,10.4242,0.9995491260720246
16384,512,1024,16,137438953472,15.7599,15.6155,1.009247222311165
16384,512,2048,16,274877906944,25.3612,25.8464,0.9812275597375264
16384,1024,2,16,536870912,6.91644,7.76417,0.8908151161038462
16384,1024,4,16,1073741824,6.98026,7.22914,0.9655726683948576
16384,1024,8,16,2147483648,7.08897,7.17763,0.9876477333047259
16384,1024,16,16,4294967296,7.22064,7.02261,1.0281989174964863
16384,1024,32,16,8589934592,7.04283,7.16954,0.9823266206758036
16384,1024,64,16,17179869184,7.49167,7.56264,0.9906157109157648
16384,1024,128,16,34359738368,8.3848,7.64583,1.0966500693842265
16384,1024,256,16,68719476736,9.43816,9.12039,1.0348417118127624
16384,1024,512,16,137438953472,11.8362,12.3,0.9622926829268292
16384,1024,1024,16,274877906944,17.1059,17.6085,0.971456966805804
16384,1024,2048,16,549755813888,27.6385,27.9062,0.9904071496656658
16384,2048,2,16,1073741824,12.4074,12.4673,0.9951954312481452
16384,2048,4,16,2147483648,12.4404,12.8144,0.9708140841553253
16384,2048,8,16,4294967296,13.0294,12.4482,1.0466894812101348
16384,2048,16,16,8589934592,12.8969,12.508,1.0310921010553247
16384,2048,32,16,17179869184,12.5055,12.4858,1.0015777923721347
16384,2048,64,16,34359738368,12.9614,12.7937,1.0131080141006903
16384,2048,128,16,68719476736,13.6092,13.667,0.9957708348576864
16384,2048,256,16,137438953472,14.5338,15.1423,0.9598145592149144
16384,2048,512,16,274877906944,17.5835,17.9654,0.9787424716399302
16384,2048,1024,16,549755813888,23.9228,24.0875,0.993162428645563
16384,2048,2048,16,1099511627776,34.8267,34.9993,0.9950684727980275
16384,4096,2,16,2147483648,16.5993,16.6081,0.9994701380651609
16384,4096,4,16,4294967296,16.5988,16.3776,1.0135062524423604
16384,4096,8,16,8589934592,16.032,16.6621,0.9621836383168989
16384,4096,16,16,17179869184,16.033,16.5474,0.9689135453303843
16384,4096,32,16,34359738368,16.6914,17.2408,0.9681337292933043
16384,4096,64,16,68719476736,17.6771,17.3453,1.019129101255095
16384,4096,128,16,137438953472,17.2999,18.0352,0.9592297285308731
16384,4096,256,16,274877906944,19.1386,19.4799,0.9824793761774958
16384,4096,512,16,549755813888,23.1366,24.0243,0.9630499119641364
16384,4096,1024,16,1099511627776,31.188,32.6644,0.9548009453717197
16384,4096,2048,16,2199023255552,43.5135,43.5721,0.9986551026918602
16384,8192,2,16,4294967296,23.6563,23.7666,0.9953590332651705
16384,8192,4,16,8589934592,23.5237,23.7113,0.9920881604973156
16384,8192,8,16,17179869184,24.1123,23.1807,1.0401886051758575
16384,8192,16,16,34359738368,24.896,24.8722,1.0009568916300127
16384,8192,32,16,68719476736,23.8392,24.8749,0.9583636517131727
16384,8192,64,16,137438953472,24.3043,25.4207,0.9560830346921997
16384,8192,128,16,274877906944,25.0089,27.2146,0.9189515921600905
16384,8192,256,16,549755813888,26.9475,27.7337,0.9716518171033798
16384,8192,512,16,1099511627776,32.7418,33.1303,0.9882735743413129
16384,8192,1024,16,2199023255552,42.8223,43.5059,0.9842871886341853
16384,8192,2048,16,4398046511104,60.8823,58.952,1.0327435880037998
32768,16,2,16,16777216,8.32247,8.26662,1.0067560865262948
32768,16,4,16,33554432,7.78595,8.29453,0.9386848923326577
32768,16,8,16,67108864,8.37192,8.23292,1.0168834386827517
32768,16,16,16,134217728,7.78778,8.29041,0.9393721179049046
32768,16,32,16,268435456,8.69155,8.662,1.00341145232048
32768,16,64,16,536870912,8.9748,8.96398,1.0012070531170307
32768,16,128,16,1073741824,9.46439,10.0557,0.941196535298388
32768,16,256,16,2147483648,11.5754,11.9864,0.9657111392911967
32768,16,512,16,4294967296,17.0692,17.0736,0.9997422921937963
32768,16,1024,16,8589934592,27.5441,27.1025,1.016293699843188
32768,16,2048,16,17179869184,43.5431,43.2932,1.0057722690861384
32768,32,2,16,33554432,8.09532,8.6719,0.9335116871735143
32768,32,4,16,67108864,8.58289,8.81145,0.9740610228736474
32768,32,8,16,134217728,8.18833,8.52462,0.9605507342262763
32768,32,16,16,268435456,8.91899,8.8777,1.0046509794203453
32768,32,32,16,536870912,8.97429,8.93936,1.0039074385638345
32768,32,64,16,1073741824,9.90976,9.42331,1.0516219884520408
32768,32,128,16,2147483648,10.3935,10.4628,0.9933765340061934
32768,32,256,16,4294967296,13.1422,12.6614,1.037973683794841
32768,32,512,16,8589934592,17.0982,17.3942,0.9829828333582457
32768,32,1024,16,17179869184,27.6266,27.081,1.0201469665078837
32768,32,2048,16,34359738368,43.3459,43.8432,0.9886573060360557
32768,64,2,16,67108864,8.66667,9.15103,0.9470704390653292
32768,64,4,16,134217728,8.90986,8.98234,0.9919308331681944
32768,64,8,16,268435456,9.36528,8.82511,1.0612083022194625
32768,64,16,16,536870912,8.9686,8.84678,1.0137699818465022
32768,64,32,16,1073741824,9.00235,8.91535,1.0097584503132238
32768,64,64,16,2147483648,9.23798,9.93328,0.9300029798817712
32768,64,128,16,4294967296,10.536,10.4772,1.0056121864620318
32768,64,256,16,8589934592,12.4994,12.5409,0.9966908276120533
32768,64,512,16,17179869184,17.4368,17.7674,0.9813928880984276
32768,64,1024,16,34359738368,27.7454,28.3202,0.9797035331671387
32768,64,2048,16,68719476736,43.4549,43.8527,0.9909287227468321
32768,128,2,16,134217728,8.83587,8.70862,1.014611959185267
32768,128,4,16,268435456,8.86799,8.85505,1.0014613130360641
32768,128,8,16,536870912,8.84269,8.79063,1.0059222149038236
32768,128,16,16,1073741824,8.86563,9.03542,0.9812083998308877
32768,128,32,16,2147483648,9.30018,9.83943,0.9451949960516005
32768,128,64,16,4294967296,9.23004,9.79503,0.9423187065276982
32768,128,128,16,8589934592,10.4927,10.4538,1.0037211348983144
32768,128,256,16,17179869184,12.6649,12.9536,0.9777127593873517
32768,128,512,16,34359738368,17.2438,18.3247,0.9410140411575633
32768,128,1024,16,68719476736,27.6276,27.8972,0.9903359476936753
32768,128,2048,16,137438953472,43.8668,43.5344,1.0076353412473813
32768,256,2,16,268435456,9.98349,10.3352,0.9659696957968883
32768,256,4,16,536870912,9.8648,9.9135,0.9950875069349876
32768,256,8,16,1073741824,10.0697,10.1123,0.9957873085252613
32768,256,16,16,2147483648,10.3272,10.2986,1.0027770764958344
32768,256,32,16,4294967296,10.3624,9.82963,1.0542004124265103
32768,256,64,16,8589934592,11.1777,11.3658,0.9834503510531595
32768,256,128,16,17179869184,10.8286,10.882,0.9950928138209888
32768,256,256,16,34359738368,13.3446,13.8716,0.9620087084402664
32768,256,512,16,68719476736,18.6547,18.7204,0.9964904596055638
32768,256,1024,16,137438953472,28.2747,28.3431,0.997586714226743
32768,256,2048,16,274877906944,43.6135,43.1137,1.0115926028153464
32768,512,2,16,536870912,10.7286,11.3446,0.9457010383794934
32768,512,4,16,1073741824,10.8151,10.77,1.0041875580315691
32768,512,8,16,2147483648,10.7503,10.2764,1.0461153711416449
32768,512,16,16,4294967296,10.7287,11.3449,0.9456848451727207
32768,512,32,16,8589934592,11.0746,11.1257,0.995407030568863
32768,512,64,16,17179869184,11.8374,11.8552,0.9984985491598624
32768,512,128,16,34359738368,12.4692,12.0869,1.031629284597374
32768,512,256,16,68719476736,15.1813,15.3843,0.9868047294969547
32768,512,512,16,137438953472,19.5166,20.664,0.9444734804490902
32768,512,1024,16,274877906944,28.8821,27.9229,1.0343517328071226
32768,512,2048,16,549755813888,48.1296,48.0833,1.0009629122793153
32768,1024,2,16,1073741824,18.6259,18.5327,1.0050289488309854
32768,1024,4,16,2147483648,18.6187,18.5099,1.0058779355912242
32768,1024,8,16,4294967296,18.4631,18.637,0.9906690991039331
32768,1024,16,16,8589934592,18.5635,18.7463,0.9902487424185039
32768,1024,32,16,17179869184,18.2947,19.3093,0.9474553712459799
32768,1024,64,16,34359738368,18.6613,20.4741,0.9114588675448494
32768,1024,128,16,68719476736,20.378,20.7483,0.9821527546835163
32768,1024,256,16,137438953472,23.2924,23.1584,1.0057862373911841
32768,1024,512,16,274877906944,27.582,27.6885,0.9961536377918631
32768,1024,1024,16,549755813888,38.3534,40.0515,0.9576020873125851
32768,1024,2048,16,1099511627776,56.6175,56.9271,0.9945614654531848
32768,2048,2,16,2147483648,22.5179,23.3997,0.9623157561849084
32768,2048,4,16,4294967296,23.0207,23.4314,0.9824722381078382
32768,2048,8,16,8589934592,23.423,23.6733,0.989426907106318
32768,2048,16,16,17179869184,23.5852,23.094,1.0212695938338963
32768,2048,32,16,34359738368,23.5158,23.2029,1.0134853832926056
32768,2048,64,16,68719476736,23.672,23.247,1.0182819288510345
32768,2048,128,16,137438953472,23.7878,24.1635,0.9844517557473049
32768,2048,256,16,274877906944,27.6835,26.986,1.0258467353442524
32768,2048,512,16,549755813888,32.9894,32.8383,1.0046013344174336
32768,2048,1024,16,1099511627776,42.595,44.0775,0.9663660597810674
32768,2048,2048,16,2199023255552,57.5625,57.9477,0.9933526265925999
32768,4096,2,16,4294967296,28.2431,29.5402,0.9560903446828389
32768,4096,4,16,8589934592,29.0657,29.6352,0.9807829877982939
32768,4096,8,16,17179869184,29.6914,29.9393,0.991719913291226
32768,4096,16,16,34359738368,29.5197,30.0854,0.9811968596063206
32768,4096,32,16,68719476736,29.8803,31.8485,0.9382011711697568
32768,4096,64,16,137438953472,31.2293,32.4833,0.9613955478661342
32768,4096,128,16,274877906944,32.7059,33.1056,0.9879265139432603
32768,4096,256,16,549755813888,34.0092,36.6625,0.9276290487555403
32768,4096,512,16,1099511627776,41.219,42.6317,0.9668626866861982
32768,4096,1024,16,2199023255552,56.4168,56.774,0.9937083876422306
32768,4096,2048,16,4398046511104,85.9444,83.097,1.0342659783145
32768,8192,2,16,8589934592,32.3856,33.1124,0.9780505188388638
32768,8192,4,16,17179869184,32.7754,33.2355,0.9861563689428471
32768,8192,8,16,34359738368,37.1636,36.7199,1.012083366240104
32768,8192,16,16,68719476736,35.173,37.1774,0.946085525077063
32768,8192,32,16,137438953472,34.2165,37.018,0.9243206007888055
32768,8192,64,16,274877906944,40.2278,40.9614,0.982090455892621
32768,8192,128,16,549755813888,43.4558,47.2292,0.9201045116156955
32768,8192,256,16,1099511627776,52.8109,54.0935,0.9762892029541441
32768,8192,512,16,2199023255552,56.7266,57.6374,0.9841977604819093
32768,8192,1024,16,4398046511104,81.4236,77.7871,1.0467493967508752
32768,8192,2048,16,8796093022208,92.4132,90.5541,1.0205302686460358
32768,16384,2,16,17179869184,42.0048,42.8808,0.9795712766552863
32768,16384,4,16,34359738368,43.7554,45.8116,0.9551161714500258
32768,16384,8,16,68719476736,42.6335,46.6259,0.914373770801207
32768,16384,16,16,137438953472,42.4551,48.4604,0.876078199932316
32768,16384,32,16,274877906944,47.7582,49.6139,0.9625971753883489
32768,16384,64,16,549755813888,48.6875,52.9964,0.9186944773607264
32768,16384,128,16,1099511627776,56.6758,58.2042,0.9737407266142306
32768,16384,256,16,2199023255552,75.7232,79.8137,0.9487494001656358
32768,16384,512,16,4398046511104,88.3247,89.2497,0.9896358195041552
32768,16384,1024,16,8796093022208,99.5909,107.935,0.9226932876268125
32768,16384,2048,16,17592186044416,180.558,185.925,0.9711335215812826
65536,16,2,16,33554432,14.4717,14.9832,0.9658617651769983
65536,16,4,16,67108864,14.8506,14.4396,1.0284633923377378
65536,16,8,16,134217728,15.02,15.0662,0.9969335333395282
65536,16,16,16,268435456,15.262,15.0912,1.0113178541136556
65536,16,32,16,536870912,15.4961,15.7821,0.9818782037878356
65536,16,64,16,1073741824,16.7885,16.2376,1.0339274276986745
65536,16,128,16,2147483648,18.7924,18.7559,1.0019460543082443
65536,16,256,16,4294967296,23.9944,23.849,1.006096691685186
65536,16,512,16,8589934592,32.4339,32.8857,0.9862615057608627
65536,16,1024,16,17179869184,49.3065,51.266,0.961777786447158
65536,16,2048,16,34359738368,84.086,84.2794,0.9977052518171701
65536,32,2,16,67108864,15.3504,15.0329,1.0211203427149784
65536,32,4,16,134217728,15.5173,15.7838,0.9831155995387677
65536,32,8,16,268435456,16.0252,16.0209,1.0002683994032795
65536,32,16,16,536870912,16.02,16.6531,0.9619830542061238
65536,32,32,16,1073741824,16.5689,16.7072,0.9917221317755218
65536,32,64,16,2147483648,16.9207,16.8791,1.0024645863819752
65536,32,128,16,4294967296,18.4077,19.3819,0.9497366099298828
65536,32,256,16,8589934592,23.9851,23.937,1.002009441450474
65536,32,512,16,17179869184,33.0177,32.941,1.0023284053307426
65536,32,1024,16,34359738368,51.7434,52.9454,0.9772973667211883
65536,32,2048,16,68719476736,83.7264,84.5413,0.9903609241873498
65536,64,2,16,134217728,15.6424,14.9866,1.0437590914550332
65536,64,4,16,268435456,16.6641,15.6304,1.0661339441089162
65536,64,8,16,536870912,16.762,16.1894,1.0353688215746106
65536,64,16,16,1073741824,16.0671,16.627,0.9663258555361761
65536,64,32,16,2147483648,16.0831,16.6071,0.968447230401455
65536,64,64,16,4294967296,16.8333,16.3784,1.0277743857763886
65536,64,128,16,8589934592,19.2527,19.9898,0.9631261943591233
65536,64,256,16,17179869184,23.8721,23.7641,1.0045446703220404
65536,64,512,16,34359738368,33.2373,32.8093,1.0130450817298753
65536,64,1024,16,68719476736,50.9439,53.5174,0.9519128358253577
65536,64,2048,16,137438953472,84.6288,84.1513,1.0056743033084454
65536,128,2,16,268435456,16.333,15.6249,1.045318690039616
65536,128,4,16,536870912,15.9483,15.9231,1.0015826064020197
65536,128,8,16,1073741824,15.8986,15.9416,0.9973026546896171
65536,128,16,16,2147483648,16.732,16.2059,1.0324634855207053
65536,128,32,16,4294967296,16.927,15.9866,1.0588242653222073
65536,128,64,16,8589934592,18.2978,16.6659,1.0979185042511954
65536,128,128,16,17179869184,19.8376,19.9267,0.9955286123643151
65536,128,256,16,34359738368,23.7723,23.9885,0.9909873481043001
65536,128,512,16,68719476736,33.2364,32.9764,1.0078844264383016
65536,128,1024,16,137438953472,51.8862,51.7483,1.002664821839558
65536,128,2048,16,274877906944,85.6721,84.2692,1.0166478381187907
65536,256,2,16,536870912,16.2461,16.6832,0.9737999904095137
65536,256,4,16,1073741824,16.6097,16.1872,1.02610086982307
65536,256,8,16,2147483648,16.7963,17.2418,0.9741616304562167
65536,256,16,16,4294967296,16.7652,17.2132,0.9739734622266633
65536,256,32,16,8589934592,17.7107,18.4876,0.9579772387978969
65536,256,64,16,17179869184,18.0444,20.0417,0.9003427852926649
65536,256,128,16,34359738368,20.6721,20.8914,0.9895028576351992
65536,256,256,16,68719476736,27.5099,25.5512,1.0766578477723159
65536,256,512,16,137438953472,33.3625,34.4426,0.9686405788180915
65536,256,1024,16,274877906944,53.7497,53.0969,1.0122945030689174
65536,256,2048,16,549755813888,87.2768,86.0698,1.0140235018554706
65536,512,2,16,1073741824,28.6456,28.4683,1.0062279798934255
65536,512,4,16,2147483648,31.7638,28.7309,1.1055623040002227
65536,512,8,16,4294967296,32.2435,32.1679,1.0023501689572523
65536,512,16,16,8589934592,32.5951,30.5297,1.067652155114528
65536,512,32,16,17179869184,30.5886,30.7704,0.9940917245144685
65536,512,64,16,34359738368,32.0546,32.7309,0.9793375678640063
65536,512,128,16,68719476736,32.928,33.5279,0.9821074388792616
65536,512,256,16,137438953472,40.652,40.3504,1.0074745231769697
65536,512,512,16,274877906944,43.3527,46.0346,0.9417416465006756
65536,512,1024,16,549755813888,58.0722,57.4864,1.0101902362993682
65536,512,2048,16,1099511627776,87.669,86.9986,1.0077058711289606
65536,1024,2,16,2147483648,32.7802,32.614,1.005095971055375
65536,1024,4,16,4294967296,32.6817,33.0436,0.9890478035080924
65536,1024,8,16,8589934592,33.4675,33.5435,0.9977342853309881
65536,1024,16,16,17179869184,33.3616,34.2191,0.9749408955817075
65536,1024,32,16,34359738368,32.9353,33.1207,0.9944022922220846
65536,1024,64,16,68719476736,34.1516,33.6397,1.0152171392729425
65536,1024,128,16,137438953472,40.815,41.5362,0.9826368324497666
65536,1024,256,16,274877906944,43.0486,42.5497,1.0117251120454434
65536,1024,512,16,549755813888,52.8572,52.2331,1.0119483622453962
65536,1024,1024,16,1099511627776,66.9444,66.9617,0.9997416433573223
65536,1024,2048,16,2199023255552,88.4934,87.4997,1.0113566103655212
65536,2048,2,16,4294967296,39.6472,39.6104,1.000929048936643
65536,2048,4,16,8589934592,40.3169,40.3489,0.9992069176607045
65536,2048,8,16,17179869184,41.0363,42.0202,0.9765850709896667
65536,2048,16,16,34359738368,41.0377,42.2779,0.970665525014251
65536,2048,32,16,68719476736,40.5028,42.1548,0.9608111057341038
65536,2048,64,16,137438953472,41.9952,42.3509,0.9916011229985666
65536,2048,128,16,274877906944,43.772,43.1939,1.013383834291416
65536,2048,256,16,549755813888,51.6719,53.0003,0.9749359909283531
65536,2048,512,16,1099511627776,57.7054,57.0822,1.0109175890207456
65536,2048,1024,16,2199023255552,82.6197,84.842,0.9738066052191131
65536,2048,2048,16,4398046511104,102.937,107.625,0.9564413472706156
65536,4096,2,16,8589934592,43.7247,43.0107,1.0166005203356374
65536,4096,4,16,17179869184,42.6045,42.8181,0.9950114554359021
65536,4096,8,16,34359738368,43.5963,47.2591,0.9224953501018852
65536,4096,16,16,68719476736,43.0255,47.5095,0.905618876224755
65536,4096,32,16,137438953472,52.5849,53.5668,0.9816696162548444
65536,4096,64,16,274877906944,55.0612,56.4056,0.9761654871147546
65536,4096,128,16,549755813888,57.2555,58.165,0.9843634488094215
65536,4096,256,16,1099511627776,58.5626,58.3555,1.003548937118181
65536,4096,512,16,2199023255552,74.47,74.6045,0.9981971596887587
65536,4096,1024,16,4398046511104,90.6167,87.2574,1.0384987405079682
65536,4096,2048,16,8796093022208,153.4,149.138,1.0285775590392792
65536,8192,2,16,17179869184,53.0842,53.9643,0.9836910698369107
65536,8192,4,16,34359738368,54.4981,55.4197,0.9833705343045884
65536,8192,8,16,68719476736,52.4682,55.6662,0.9425504165903187
65536,8192,16,16,137438953472,52.3492,57.7736,0.9061093648309955
65536,8192,32,16,274877906944,56.3583,57.9848,0.9719495453981043
65536,8192,64,16,549755813888,59.1401,57.213,1.0336829042350515
65536,8192,128,16,1099511627776,73.6087,77.1171,0.9545055506495966
65536,8192,256,16,2199023255552,85.6386,87.3778,0.9800956306979577
65536,8192,512,16,4398046511104,89.6259,90.7871,0.9872096366113688
65536,8192,1024,16,8796093022208,131.015,146.531,0.894111143717029
65536,8192,2048,16,17592186044416,188.54,182.926,1.030690005794693
65536,16384,2,16,34359738368,69.08,76.3499,0.904781800631042
65536,16384,4,16,68719476736,70.7305,75.3407,0.9388086386242762
65536,16384,8,16,137438953472,70.3894,74.9143,0.9395989817698356
65536,16384,16,16,274877906944,74.3576,79.3989,0.9365066770446443
65536,16384,32,16,549755813888,75.0309,85.1338,0.8813291548127772
65536,16384,64,16,1099511627776,84.274,88.965,0.947271398864722
65536,16384,128,16,2199023255552,88.2542,87.8517,1.0045815846477644
65536,16384,256,16,4398046511104,117.102,117.39,0.9975466394071045
65536,16384,512,16,8796093022208,182.3,179.871,1.0135041223988304
65536,16384,1024,16,17592186044416,184.354,184.555,0.9989108937715044
65536,16384,2048,16,35184372088832,273.753,279.953,0.9778534253964059
65536,32768,2,16,68719476736,147.364,146.068,1.0088725798942957
65536,32768,4,16,137438953472,147.312,150.695,0.9775506818408044
65536,32768,8,16,274877906944,144.749,149.865,0.9658626096820471
65536,32768,16,16,549755813888,170.377,145.242,1.1730560030845074
65536,32768,32,16,1099511627776,150.914,150.563,1.002331250041511
65536,32768,64,16,2199023255552,152.292,152.448,0.9989767002518891
65536,32768,128,16,4398046511104,155.807,169.587,0.9187437716334389
