ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
318,3,Kernel,void cutlass::Kernel<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params),[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   32,    2,    1","  128,    1,    1","10,619",19.74,8.38,8.00,94
100,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","15,524",25.73,49.26,32.28,16
199,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","15,514",26.11,49.29,32.63,16
297,2,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 2304,    1,    1","  512,    1,    1","11,548",19.97,44.42,29.47,16
302,3,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,172",8.06,4.69,3.29,16
307,3,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,293",8.26,4.56,3.39,16
312,3,_add_bias_,"nebula::_add_bias_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    7,    1,    1","  512,    1,    1","3,888",7.33,0.41,0.85,16
317,3,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    7,    1,    1","  512,    1,    1","3,889",7.97,0.41,0.76,16
322,3,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,097",8.10,4.78,2.37,16
328,3,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,150",8.26,4.72,2.20,16
333,2,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 2304,    1,    1","  512,    1,    1","33,310",44.70,15.40,6.03,16
463,2,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","35,132",49.86,21.77,8.50,16
594,2,_add_delta_,"nebula::_add_delta_(float *, float *, unsigned int, unsigned int, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","61,256",91.33,12.48,4.88,16
331,2,_backward_maxpool_,"nebula::_backward_maxpool_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, float *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 2304,    1,    1","  512,    1,    1","11,845",20.26,44.06,28.27,27
592,2,_backward_maxpool_,"nebula::_backward_maxpool_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, float *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","15,601",26.18,49.86,32.63,27
304,3,_dropout_,"nebula::_dropout_(float *, unsigned int, float *, float, float)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,352",8.93,1.84,4.60,16
309,3,_dropout_,"nebula::_dropout_(float *, unsigned int, float *, float, float)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,398",8.61,1.82,4.90,16
320,3,_dropout_,"nebula::_dropout_(float *, unsigned int, float *, float, float)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,385",8.61,1.83,4.88,16
326,3,_dropout_,"nebula::_dropout_(float *, unsigned int, float *, float, float)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","4,437",8.83,1.80,4.68,16
337,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,519",17.22,13.65,10.54,32
341,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,397",17.18,13.83,10.73,32
345,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,479",17.41,13.70,10.48,32
349,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,625",17.09,13.50,10.47,32
353,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,462",17.50,13.73,10.53,32
357,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,420",17.34,13.79,10.86,32
361,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,385",17.09,13.84,10.63,32
365,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,495",17.12,13.68,10.55,32
369,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,429",17.12,13.78,10.74,32
373,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,588",17.18,13.55,10.37,32
377,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,508",17.15,13.67,10.52,32
381,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,471",16.99,13.72,10.61,32
385,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,528",17.22,13.63,10.68,32
389,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,420",17.15,13.80,10.75,32
393,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,386",17.09,13.85,10.85,32
397,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,444",17.25,13.75,10.75,32
401,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,512",17.22,13.66,10.75,32
405,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,404",17.18,13.82,10.87,32
409,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,421",17.02,13.80,10.74,32
413,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,425",16.99,13.79,10.63,32
417,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,491",17.28,13.69,10.59,32
421,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,458",17.18,13.73,10.72,32
425,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,415",17.22,13.80,10.79,32
429,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,381",17.15,13.85,10.74,32
433,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,444",17.22,13.75,10.61,32
437,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,405",17.18,13.82,10.65,32
441,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,533",17.06,13.63,10.55,32
445,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,490",17.25,13.70,10.58,32
449,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,529",17.47,13.64,10.53,32
453,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,435",17.06,13.77,10.52,32
457,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,590",17.41,13.55,10.32,32
461,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","9,445",17.15,13.76,10.85,32
467,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,031",16.67,3.60,3.00,32
471,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,012",16.90,3.60,3.18,32
475,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,255",16.70,3.51,3.02,32
479,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,070",16.83,3.58,3.12,32
483,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,080",16.45,3.58,3.10,32
487,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,080",16.93,3.58,3.07,32
491,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,129",16.64,3.56,3.11,32
495,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,037",16.83,3.59,3.08,32
499,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,271",16.93,3.50,3.02,32
503,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,128",16.74,3.56,3.00,32
507,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,210",16.67,3.53,3.06,32
511,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,189",16.90,3.54,2.97,32
515,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","8,973",16.86,3.62,3.00,32
519,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,196",16.90,3.53,3.01,32
523,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,135",16.70,3.56,3.07,32
527,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,154",17.06,3.55,3.09,32
531,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,188",16.80,3.54,3.09,32
535,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,080",16.80,3.58,2.98,32
539,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,297",16.83,3.49,2.98,32
543,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,184",16.83,3.54,3.11,32
547,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","8,938",16.51,3.63,3.02,32
551,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,050",16.67,3.59,3.10,32
555,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,071",16.77,3.58,3.16,32
559,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,221",16.80,3.52,3.05,32
563,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,118",16.83,3.56,3.05,32
567,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,066",16.61,3.58,3.06,32
571,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,125",16.61,3.56,2.98,32
575,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","8,996",16.77,3.61,3.07,32
579,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","8,990",16.54,3.61,3.02,32
583,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,185",16.90,3.54,3.12,32
587,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,120",16.64,3.56,2.96,32
591,3,_fold_,"nebula::_fold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","9,140",16.74,3.55,3.13,32
102,2,_forward_maxpool_,"nebula::_forward_maxpool_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, float *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  864,    1,    1","  512,    1,    1","18,035",29.28,54.16,24.14,31
299,3,_forward_maxpool_,"nebula::_forward_maxpool_(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *, float *, unsigned int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  576,    1,    1","  512,    1,    1","13,977",23.33,47.03,21.06,31
314,3,_l2_,"nebula::_l2_(unsigned int, float *, float *, float *, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    7,    1,    1","  512,    1,    1","3,711",7.39,0.17,1.20,16
101,2,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","11,787",20.38,17.39,42.96,16
200,2,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","11,854",20.32,17.29,42.54,16
298,2,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 2304,    1,    1","  512,    1,    1","9,099",16.06,15.01,37.12,16
303,3,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","3,843",7.49,1.47,3.48,16
308,3,_relu_activate_,"nebula::_relu_activate_(float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","3,779",7.58,1.49,3.80,16
321,3,_relu_grad_,"nebula::_relu_grad_(float *, float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","3,912",7.71,1.67,5.38,16
327,3,_relu_grad_,"nebula::_relu_grad_(float *, float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   80,    1,    1","  512,    1,    1","3,893",7.71,1.68,5.32,16
332,2,_relu_grad_,"nebula::_relu_grad_(float *, float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 2304,    1,    1","  512,    1,    1","10,627",18.59,15.06,49.67,16
462,2,_relu_grad_,"nebula::_relu_grad_(float *, float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","13,880",23.52,17.07,56.58,16
593,2,_relu_grad_,"nebula::_relu_grad_(float *, float *, unsigned int)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB," 3456,    1,    1","  512,    1,    1","14,014",23.90,16.90,56.25,16
313,3,_softmax_,"nebula::_softmax_(float *, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    1,    1,    1","  512,    1,    1","33,453",54.18,0.03,0.54,27
4,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,017",32.10,0.84,1.41,31
7,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,793",33.38,0.81,1.36,31
10,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","21,009",34.08,0.80,1.38,31
13,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,646",33.22,0.81,1.36,31
16,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,405",31.39,0.87,1.48,31
19,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,722",33.50,0.81,1.38,31
22,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","21,208",33.38,0.79,1.34,31
25,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,604",33.34,0.82,1.35,31
