ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
42,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,656",11.36,6.25,8.79,32
45,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,635",11.04,6.27,8.75,32
48,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,678",11.14,6.22,8.68,32
51,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,616",11.07,6.29,8.82,32
54,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,615",11.07,6.29,8.85,32
57,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,597",11.07,6.32,8.82,32
60,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,671",11.14,6.23,8.64,32
63,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,622",11.26,6.28,8.84,32
66,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,631",11.14,6.27,8.93,32
69,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,661",11.10,6.25,8.75,32
72,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,684",11.04,6.21,8.63,32
75,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,687",11.20,6.21,8.70,32
78,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,785",11.07,6.10,8.60,32
81,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,716",11.07,6.18,8.57,32
84,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,651",11.17,6.25,8.65,32
87,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,615",11.17,6.29,8.63,32
90,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,711",11.01,6.19,8.66,32
93,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,624",11.23,6.28,8.78,32
96,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,647",11.17,6.25,8.73,32
99,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   18,    6,    1","   32,   16,    1","5,683",11.17,6.21,8.73,32
105,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,609",11.01,8.26,10.81,32
108,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,619",11.07,8.25,10.75,32
111,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,474",10.94,8.47,11.10,32
114,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,551",10.98,8.35,10.82,32
117,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,476",11.04,8.47,10.99,32
120,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,581",10.82,8.30,10.75,32
123,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,582",11.14,8.30,10.87,32
126,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,492",11.17,8.44,10.98,32
129,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,533",11.10,8.38,10.98,32
132,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,452",11.14,8.50,11.17,32
135,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,480",11.10,8.46,11.08,32
138,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,487",10.98,8.44,11.07,32
141,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,515",11.04,8.40,11.02,32
144,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,551",11.04,8.34,10.82,32
147,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,547",11.10,8.35,11.02,32
150,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,507",10.94,8.41,11.02,32
153,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,470",11.10,8.47,11.00,32
156,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,487",11.04,8.44,11.01,32
159,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,566",11.17,8.32,10.83,32
162,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,474",11.04,8.46,11.08,32
165,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,627",11.07,8.24,10.74,32
168,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,539",11.36,8.36,10.90,32
171,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,536",11.04,8.37,10.89,32
174,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,499",11.01,8.43,11.02,32
177,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,504",10.94,8.41,10.96,32
180,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,609",10.88,8.26,10.60,32
183,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,490",10.98,8.44,10.96,32
186,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,542",11.10,8.36,10.86,32
189,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,636",10.91,8.22,10.65,32
192,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,488",11.17,8.44,11.12,32
195,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,517",11.17,8.40,11.09,32
198,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   24,    1","   32,   16,    1","5,477",11.10,8.46,11.13,32
203,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,194",10.59,5.95,8.01,32
206,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,186",10.72,5.96,7.95,32
209,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,257",10.72,5.88,7.93,32
212,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,151",10.91,6.00,8.14,32
215,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,189",10.72,5.96,8.02,32
218,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,214",10.85,5.93,7.92,32
221,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,188",10.75,5.96,7.97,32
224,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,229",10.85,5.91,8.02,32
227,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,174",10.62,5.97,8.06,32
230,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,171",10.75,5.98,8.04,32
233,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,197",10.62,5.95,8.02,32
236,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,227",10.88,5.91,7.97,32
239,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,151",10.75,6.00,8.16,32
242,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,159",10.66,5.99,8.11,32
245,3,splitKreduce_kernel,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   16,    1","   32,   16,    1","5,263",10.59,5.87,7.89,32
